ID,line,path,eva_nr,category,station,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,departure_delay_m,info,arrival_delay_check,departure_delay_check
8590687969994925336-2407111832-9,46,Frankenthal Hbf|Frankenthal Süd|Flomersheim|Lambsheim|Weisenheim(Sand)|Freinsheim|Herxheim am Berg|Kirchheim(Weinstr),8000137,4,Grünstadt,Rheinland-Pfalz,Grünstadt,67269,8.167962,49.564384,2024-07-11 18:59:00,2024-07-11 19:01:00,2024-07-11 19:04:00,2024-07-11 19:05:00,5,4,,on_time,on_time
-5034390762302503184-2407091010-5,9,Siegen Hbf|Brachbach|Kirchen|Betzdorf(Sieg),8006501,5,Wissen (Sieg),Rheinland-Pfalz,Wissen ,57537,7.739814,50.782871,2024-07-09 10:37:00,2024-07-09 10:38:00,2024-07-09 10:37:00,2024-07-09 10:38:00,0,0,Information. (Quelle: zuginfo.nrw),on_time,on_time
-2436583527252544335-2407092207-18,1,Hamburg-Blankenese|Hamburg Hochkamp|Hamburg Klein Flottbek|Hamburg-Othmarschen|Hamburg-Bahrenfeld|Hamburg-Ottensen|Hamburg-Altona(S)|Hamburg Königstraße|Hamburg Reeperbahn|Hamburg Landungsbrücken|Hamburg Stadthausbrücke|Hamburg Jungfernstieg|Hamburg Hbf (S-Bahn)|Hamburg Berliner Tor|Hamburg Landwehr|Hamburg Hasselbrook|Hamburg Wandsbeker Chaussee,8002106,4,Friedrichsberg,Hamburg,Hamburg,22049,10.057433,53.576328,2024-07-09 22:44:00,2024-07-09 22:45:00,,,0,0,,on_time,on_time
-103011914163194438-2407101012-23,2,Petershausen(Obb)|Vierkirchen-Esterhofen|Röhrmoos|Hebertshausen|Dachau Bahnhof|München-Karlsfeld|München-Allach|München-Untermenzing|München-Obermenzing|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz|München Ost|München Leuchtenbergring|München-Berg am Laim|München-Riem,8001973,5,Feldkirchen (b München),Bayern,Feldkirchen,85622,11.732103,48.151846,2024-07-10 11:12:00,2024-07-10 11:12:00,2024-07-10 11:14:00,2024-07-10 11:14:00,2,2,Bauarbeiten,on_time,on_time
-7487024676631574415-2407120552-9,2,Hamburg-Altona(S)|Hamburg Holstenstraße|Hamburg-Sternschanze|Hamburg Dammtor|Hamburg Hbf (S-Bahn)|Hamburg Berliner Tor|Hamburg-Rothenburgsort|Hamburg-Tiefstack,8000971,5,Billwerder-Moorfleet,Hamburg,Hamburg,22113,10.096658,53.515589,2024-07-12 06:15:00,2024-07-12 06:15:00,2024-07-12 06:15:00,2024-07-12 06:15:00,0,0,,on_time,on_time
-3665725798087494381-2407110650-31,42,Öhringen-Cappel|Öhringen Hbf|Öhringen West|Bitzfeld|Bretzfeld|Scheppach|Wieslensdorf|Eschenau(b Heilbronn)|Affaltrach|Willsbach|Sülzbach Schule|Sülzbach|Ellhofen|Weinsberg/Ellhofen Gewerbegebiet|Weinsberg|Heilbronn Pfühlpark|Heilbronn Finanzamt|Heilbronn Friedensplatz|Heilbronn Harmonie|Heilbronn Harmonie/Kunsthalle|Heilbronn Theater|Heilbronn Technisches Schulzentrum|Heilbronn Industrieplatz|Heilbronn Hans-Rießer-Straße|Heilbronn Kaufland|Neckarsulm Süd|Neckarsulm|Neckarsulm Mitte|Neckarsulm Nord|Bad Friedrichshall-Kochendorf,8000017,3,Bad Friedrichshall Hbf,Baden-Württemberg,Bad Friedrichshall,74177,9.199771,49.231571,2024-07-11 08:05:00,2024-07-11 08:06:00,2024-07-11 08:05:00,2024-07-11 08:06:00,0,0,,on_time,on_time
6107145521863433739-2407122248-20,3,Stuttgart Flughafen/Messe|Echterdingen|Leinfelden|Oberaichen|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Nürnberger Str.|Stuttgart-Sommerrain|Fellbach|Waiblingen|Neustadt-Hohenacker|Schwaikheim,8006479,3,Winnenden,Baden-Württemberg,Winnenden,71364,9.39229,48.879583,2024-07-12 23:39:00,2024-07-12 23:39:00,2024-07-12 23:39:00,2024-07-12 23:39:00,0,0,Information,on_time,on_time
7608028257592331283-2407101204-12,60,Böblingen|Sindelfingen|Maichingen|Maichingen Nord|Magstadt|Renningen Süd|Renningen|Rutesheim|Leonberg|Höfingen|Ditzingen,8006268,5,Stuttgart-Weilimdorf,Baden-Württemberg,Stuttgart,70499,9.094328,48.82208,2024-07-10 12:41:00,2024-07-10 12:41:00,2024-07-10 12:41:00,2024-07-10 12:42:00,0,1,Information,on_time,on_time
2520327480678018747-2407080608-28,3,Berlin-Spandau (S)|Berlin-Stresow|Berlin-Pichelsberg|Berlin Olympiastadion|Berlin Heerstraße|Berlin Messe Süd (Eichkamp)|Berlin Westkreuz|Berlin Charlottenburg (S)|Berlin Savignyplatz|Berlin Zoologischer Garten (S)|Berlin-Tiergarten|Berlin Bellevue|Berlin Hbf (S-Bahn)|Berlin Friedrichstraße (S)|Berlin Hackescher Markt|Berlin Alexanderplatz (S)|Berlin Jannowitzbrücke|Berlin Ostbahnhof (S)|Berlin Warschauer Straße|Berlin Ostkreuz (S)|Berlin-Rummelsburg|Berlin Betriebsbf Rummelsburg|Berlin-Karlshorst (S)|Berlin-Wuhlheide|Berlin-Köpenick|Berlin-Hirschgarten|Berlin-Friedrichshagen,8089082,5,Rahnsdorf,Berlin,Berlin,12589,13.690405,52.451536,2024-07-08 07:15:00,2024-07-08 07:15:00,2024-07-08 07:15:00,2024-07-08 07:15:00,0,0,,on_time,on_time
5784128552171253367-2407090804-5,2,Cottbus Hbf|Kolkwitz|Vetschau|Raddusch,8010220,4,Lübbenau (Spreewald),Brandenburg,Lübbenau ,3222,13.9609,51.862169,2024-07-09 08:26:00,2024-07-09 08:27:00,2024-07-09 08:29:00,2024-07-09 08:30:00,3,3,,on_time,on_time
-6481915399608012038-2407081726-12,49,Wesel|Friedrichsfeld(Niederrhein)|Voerde(Niederrhein)|Dinslaken|Oberhausen-Holten|Oberhausen-Sterkrade|Oberhausen Hbf|Mülheim(Ruhr)Styrum|Mülheim(Ruhr)Hbf|Essen West|Essen Hbf,8000099,4,Essen-Steele,Nordrhein-Westfalen,Essen,45276,7.075552,51.450684,2024-07-08 18:17:00,2024-07-08 18:18:00,2024-07-08 18:18:00,2024-07-08 18:19:00,1,1,,on_time,on_time
2416755548517398464-2407081814-1,3,,8000284,1,Nürnberg Hbf,Bayern,Nürnberg,90443,11.082989,49.445616,,2024-07-08 18:14:00,,2024-07-08 18:14:00,0,0,,on_time,on_time
-6837599455394296334-2407080024-1,12,,8000208,3,Köln-Ehrenfeld,Nordrhein-Westfalen,Köln,50823,6.917276,50.951533,,2024-07-08 00:24:00,,2024-07-08 00:24:00,0,0,,on_time,on_time
-2683882177421185765-2407040613-5,48,Wuppertal-Oberbarmen|Wuppertal-Barmen|Wuppertal Hbf|Wuppertal-Vohwinkel,8000138,4,Haan-Gruiten,Nordrhein-Westfalen,Haan-Gruiten,42781,7.010546,51.214559,2024-07-11 06:29:00,2024-07-11 06:30:00,2024-07-11 06:29:00,2024-07-11 06:30:00,0,0,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
4606705130131250656-2407101237-1,48,,8010118,5,Fröttstädt,Thüringen,Fröttstädt,99880,10.573019,50.930357,,2024-07-10 12:37:00,,2024-07-10 12:37:00,0,0,,on_time,on_time
3243714552827338436-2407100739-14,9,Mannheim Hbf|Mannheim-Neckarau|Mannheim-Rheinau|Schwetzingen-Hirschacker|Schwetzingen|Oftersheim|Hockenheim|Neulußheim|Waghäusel|Wiesental|Graben-Neudorf|Friedrichstal(Baden)|Blankenloch,8003185,5,Karlsruhe-Hagsfeld,Baden-Württemberg,Karlsruhe - Hagsfeld,76139,8.453645,49.025938,2024-07-10 08:29:00,2024-07-10 08:29:00,2024-07-10 08:29:00,2024-07-10 08:29:00,0,0,Störung,on_time,on_time
-4160940555088176113-2407080638-2,23,Limburg(Lahn),8001457,5,Diez,Rheinland-Pfalz,Diez,65682,8.01962,50.370127,2024-07-08 06:42:00,2024-07-08 06:42:00,,,0,0,,on_time,on_time
-8099585508859254930-2407110833-10,5,Hamburg Elbgaustraße|Hamburg-Eidelstedt|Hamburg-Stellingen|Hamburg-Langenfelde|Hamburg Holstenstraße|Hamburg-Sternschanze|Hamburg Dammtor|Hamburg Hbf (S-Bahn)|Hamburg-Hammerbrook,8002551,4,Elbbrücken,Hamburg,Hamburg,20457,10.0246596,53.534824,2024-07-11 08:57:00,2024-07-11 08:57:00,,,0,0,Information,on_time,on_time
2673953269417189521-2407141935-3,22,Trier Hbf|Pfalzel,8000370,5,Ehrang,Rheinland-Pfalz,Trier-Ehrang,54293,6.685808,49.802029,2024-07-14 19:43:00,2024-07-14 19:43:00,,,0,0,Störung. (Quelle: zuginfo.nrw),on_time,on_time
-2414641296035801632-2407131033-6,28,Mettmann Stadtwald|Mettmann Zentrum|Neanderthal|Erkrath-Nord|Düsseldorf-Gerresheim,8001598,5,Düsseldorf-Flingern,Nordrhein-Westfalen,Düsseldorf,40235,6.81028426,51.2262413,2024-07-13 10:52:00,2024-07-13 10:53:00,2024-07-13 10:52:00,2024-07-13 10:53:00,0,0,Störung. (Quelle: zuginfo.nrw),on_time,on_time
901700373863485804-2407081948-17,8,Wiesbaden Hbf|Wiesbaden Ost|Mainz Nord|Mainz Hbf|Mainz Römisches Theater|Mainz-Gustavsburg|Mainz-Bischofsheim|Rüsselsheim Opelwerk|Rüsselsheim|Raunheim|Kelsterbach|Frankfurt(M) Flughafen Regionalbf|Frankfurt(Main)-Gateway Gardens|Frankfurt am Main - Stadion|Frankfurt-Niederrad|Frankfurt Hbf (tief),8006691,3,Frankfurt (Main) Taunusanlage,Hessen,Frankfurt am Main,60325,8.668864,50.113565,2024-07-08 20:46:00,2024-07-08 20:46:00,2024-07-08 20:46:00,2024-07-08 20:46:00,0,0,Störung,on_time,on_time
-3580917122362304390-2407091209-2,20,Leipzig Hbf,8012193,4,Leipzig-Möckern,Sachsen,Leipzig,4155,12.352271,51.364431,2024-07-09 12:14:00,2024-07-09 12:14:00,2024-07-09 12:14:00,2024-07-09 12:14:00,0,0,,on_time,on_time
-4498115401167260933-2407140511-1,3,,8010397,3,Zwickau (Sachs) Hbf,Sachsen,Zwickau ,8056,12.474716,50.714668,,2024-07-14 05:11:00,,2024-07-14 05:11:00,0,0,,on_time,on_time
-9091089088185302751-2407131138-4,46,Berlin Westend|Berlin Messe Nord/ICC (Witzleben)|Berlin Westkreuz,8089109,4,Berlin-Halensee,Berlin,Berlin,10711,13.290326,52.496254,2024-07-13 11:43:00,2024-07-13 11:43:00,,,0,0,,on_time,on_time
5756649881656128760-2407040439-20,26,Bingen(Rhein) Hbf|Trechtingshausen|Niederheimbach|Bacharach|Oberwesel|St Goar|Boppard-Hirzenach|Boppard-Bad Salzig|Boppard Hbf|Spay|Rhens|Koblenz Hbf|Koblenz Stadtmitte|Koblenz-Lützel|Mülheim-Kärlich|Weißenthurm|Andernach|Namedy|Brohl,8000694,5,Bad Breisig,Rheinland-Pfalz,Bad Breisig,53498,7.304564,50.504218,2024-07-11 05:55:00,2024-07-11 05:55:00,2024-07-11 06:00:00,2024-07-11 06:00:00,5,5,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
2120102657208436969-2407142047-2,RB15,Ulm Hbf,8006730,4,Neu-Ulm,Bayern,Neu Ulm,89231,10.004823,48.393039,2024-07-14 20:50:00,2024-07-14 20:50:00,2024-07-14 20:50:00,2024-07-14 20:50:00,0,0,,on_time,on_time
-1714093883860050258-2407080432-26,2,Mosbach(Baden)|Mosbach West|Mosbach-Neckarelz|Binau|Neckargerach|Zwingenberg(Baden)|Lindach|Eberbach|Hirschhorn(Neckar)|Neckarhausen bei Neckarsteinach|Neckarsteinach|Neckargemünd Altstadt|Neckargemünd|Heidelberg Orthopädie|Heidelberg-Schlierbach/Ziegelhausen|Heidelberg-Altstadt|Heidelberg-Weststadt/Südstadt|Heidelberg Hbf|Heidelberg-Pfaffengrund/Wieblingen|Mannheim-Friedrichsfeld Süd|Mannheim-Seckenheim|Mannheim ARENA/Maimarkt|Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Ludwigshafen(Rh)Hbf,8003765,5,Ludwigshafen-Mundenheim,Rheinland-Pfalz,Ludwigshafen,67065,8.421092,49.461572,2024-07-08 06:02:00,2024-07-08 06:03:00,2024-07-08 06:07:00,2024-07-08 06:07:00,5,4,,on_time,on_time
2521778129364702113-2407122243-9,1,Wedel(Holst)|Hamburg-Rissen|Hamburg-Sülldorf|Hamburg-Iserbrook|Hamburg-Blankenese|Hamburg Hochkamp|Hamburg Klein Flottbek|Hamburg-Othmarschen,8000780,4,Bahrenfeld,Hamburg,Hamburg,22761,9.910778,53.56006,2024-07-12 23:06:00,2024-07-12 23:06:00,2024-07-12 23:07:00,2024-07-12 23:07:00,1,1,,on_time,on_time
-6675646583218474846-2407111906-4,2,Düsseldorf Hbf|Düsseldorf Flughafen|Duisburg Hbf,8000259,3,Mülheim (Ruhr) Hbf,Nordrhein-Westfalen,Mülheim an der Ruhr,45468,6.88651,51.431342,2024-07-11 19:29:00,2024-07-11 19:30:00,2024-07-11 19:44:00,2024-07-11 19:45:00,15,15,Information,delay,delay
4251767917745632155-2407141718-6,3,Wurzen|Bennewitz|Altenbach|Machern(Sachs)|Gerichshain,8010059,5,Borsdorf (Sachs),Sachsen,Borsdorf ,4451,12.541165,51.345705,2024-07-14 17:33:00,2024-07-14 17:33:00,2024-07-14 17:33:00,2024-07-14 17:34:00,0,1,,on_time,on_time
-6891255670645574867-2407140011-2,RE57,Fröndenberg,8006389,5,Wickede (Ruhr),Nordrhein-Westfalen,Wickede ,58739,7.869713,51.493201,2024-07-14 00:31:00,2024-07-14 00:31:00,,,0,0,,on_time,on_time
-657578417068350480-2407111933-4,RE4,Bremen Hbf|Rotenburg(Wümme)|Tostedt,8000056,3,Buchholz (Nordheide),Niedersachsen,Buchholz i.d.Nordheide,21244,9.876266,53.324683,2024-07-11 20:17:00,2024-07-11 20:19:00,2024-07-11 20:19:00,2024-07-11 20:21:00,2,2,,on_time,on_time
2562667275425192011-2407101552-6,110,Grimma ob Bf|Großsteinberg|Naunhof|Beucha|Borsdorf(Sachs),8011491,5,Leipzig-Engelsdorf,Sachsen,Leipzig,4329,12.477634,51.343946,2024-07-10 16:18:00,2024-07-10 16:18:00,,,0,0,,on_time,on_time
-7495350891771317267-2407121203-31,26,Mainz Hbf|Mainz-Mombach|Budenheim|Uhlerborn|Heidesheim(Rheinhess)|Ingelheim|Gau Algesheim|Bingen-Gaulsheim|Bingen(Rhein) Stadt|Bingen(Rhein) Hbf|Trechtingshausen|Niederheimbach|Bacharach|Oberwesel|St Goar|Boppard-Hirzenach|Boppard-Bad Salzig|Boppard Hbf|Spay|Rhens|Koblenz Hbf|Koblenz Stadtmitte|Koblenz-Lützel|Mülheim-Kärlich|Weißenthurm|Andernach|Namedy|Brohl|Bad Breisig|Sinzig(Rhein),8000310,3,Remagen,Rheinland-Pfalz,Remagen,53424,7.229779,50.577215,2024-07-12 14:04:00,2024-07-12 14:11:00,2024-07-12 14:07:00,2024-07-12 14:14:00,3,3,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
1490196137164382669-2407121828-11,3,Hamburg-Neugraben|Hamburg Neuwiedenthal|Hamburg-Heimfeld|Hamburg-Harburg Rathaus|Hamburg-Harburg(S)|Hamburg-Wilhelmsburg|Hamburg-Veddel|Hamburg Elbbrücken|Hamburg-Hammerbrook|Hamburg Hbf (S-Bahn),8003137,4,Jungfernstieg,Hamburg,Hamburg,20095,9.993883,53.552194,2024-07-12 18:58:00,2024-07-12 18:59:00,,,0,0,Information,on_time,on_time
2508634733456127546-2407140932-12,12,Templin Stadt|Templin|Hammelspring|Vogelsang(Kr Oberhavel)|Zehdenick-Neuhof|Zehdenick(Mark)|Bergsdorf|Löwenberg(Mark)|Grüneberg|Nassenheide|Sachsenhausen(Nordb),8013487,3,Oranienburg,Brandenburg,Oranienburg,16515,13.249613,52.753653,2024-07-14 10:28:00,2024-07-14 10:30:00,2024-07-14 10:28:00,2024-07-14 10:30:00,0,0,,on_time,on_time
-3199403678964082324-2407090814-17,4,Geltendorf|Türkenfeld|Grafrath|Schöngeising|Buchenau(Oberbay)|Fürstenfeldbruck|Eichenau(Oberbay)|Puchheim|München-Aubing|München Leienfelsstr.|München-Pasing|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief),8004132,3,München Karlsplatz,Bayern,München,80331,11.565619,48.139452,2024-07-09 08:58:00,2024-07-09 08:59:00,2024-07-09 09:01:00,2024-07-09 09:01:00,3,2,Bauarbeiten,on_time,on_time
-3872637125496835450-2407101205-3,RB73,Rieseby Schleibrücke Süd|Rieseby,8001654,5,Eckernförde,Schleswig-Holstein,Eckernförde,24340,9.835115,54.4676,2024-07-10 12:18:00,2024-07-10 12:20:00,2024-07-10 12:18:00,2024-07-10 12:20:00,0,0,,on_time,on_time
-5842992503517375798-2407130546-27,1,Herrenberg|Nufringen|Gärtringen|Ehningen(b Böblingen)|Hulb|Böblingen|Goldberg(Württ)|Stuttgart-Rohr|Stuttgart-Vaihingen|Stuttgart-Österfeld|Stuttgart Universität|Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart-Bad Cannstatt|Stuttgart Neckarpark|Stuttgart-Untertürkheim|Stuttgart-Obertürkheim|Esslingen-Mettingen|Esslingen(Neckar)|Oberesslingen|Esslingen-Zell|Altbach|Plochingen|Wernau(Neckar),8006331,3,Wendlingen (Neckar),Baden-Württemberg,Wendlingen am Neckar,73240,9.373011,48.672961,2024-07-13 07:02:00,2024-07-13 07:03:00,2024-07-13 07:02:00,2024-07-13 07:03:00,0,0,Information,on_time,on_time
2513808730596810182-2407040627-4,3,Friedrichshafen Stadt|Eriskirch|Langenargen,8003432,5,Kressbronn,Baden-Württemberg,Kressbronn,88079,9.598854,47.594239,2024-07-11 06:42:00,2024-07-11 06:43:00,2024-07-11 06:44:00,2024-07-11 06:44:00,2,1,,on_time,on_time
1654406879295519906-2407080636-1,RB81,,8002628,3,Hasselbrook,Hamburg,Hamburg,22089,10.056129,53.564711,,2024-07-08 06:36:00,,,0,0,Information,on_time,on_time
-3655617723199753548-2407091536-3,56,Norddeich Mole|Norddeich,8000800,5,Norden,Niedersachsen,Norden,26506,7.218913,53.588196,2024-07-09 15:44:00,2024-07-09 15:46:00,2024-07-09 15:44:00,2024-07-09 15:46:00,0,0,,on_time,on_time
-8728609104373007727-2407130601-12,RB67,Augsburg-Oberhausen|Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg-Hochzoll|Kissing|Mering-St Afra|Mering|Merching|Schmiechen(Schwab)|Egling|Walleshausen,8000119,3,Geltendorf,Bayern,Geltendorf,82269,11.0374552,48.1059912,2024-07-13 06:58:00,2024-07-13 07:00:00,2024-07-13 06:58:00,2024-07-13 07:00:00,0,0,,on_time,on_time
823528371556953103-2407131939-9,5,Stuttgart Hbf|Esslingen(Neckar)|Plochingen|Göppingen|Geislingen(Steige)|Ulm Hbf|Laupheim West|Biberach(Riß),8000746,5,Bad Schussenried,Baden-Württemberg,Bad Schussenried,88427,9.668497,47.994033,2024-07-13 21:19:00,2024-07-13 21:19:00,2024-07-13 21:19:00,2024-07-13 21:20:00,0,1,,on_time,on_time
7071784964092427025-2407111927-1,6,,8006698,3,Stuttgart Schwabstraße,Baden-Württemberg,Stuttgart,70197,9.156959,48.770255,,2024-07-11 19:27:00,,2024-07-11 19:28:00,0,1,,on_time,on_time
-841066623140977791-2407081432-9,2,Hamburg-Altona(S)|Hamburg Holstenstraße|Hamburg-Sternschanze|Hamburg Dammtor|Hamburg Hbf (S-Bahn)|Hamburg Berliner Tor|Hamburg-Rothenburgsort|Hamburg-Tiefstack,8000971,5,Billwerder-Moorfleet,Hamburg,Hamburg,22113,10.096658,53.515589,2024-07-08 14:55:00,2024-07-08 14:55:00,,,0,0,,on_time,on_time
8491752188424798140-2407102331-1,1,,8004134,4,München Leuchtenbergring,Bayern,München,81677,11.615986,48.13425,,2024-07-10 23:31:00,,2024-07-10 23:31:00,0,0,,on_time,on_time
-2059320719436476166-2407120841-19,7,Ahrensfelde (S)|Berlin Mehrower Allee|Berlin Raoul-Wallenberg-Str.|Berlin-Marzahn|Berlin Poelchaustr.|Berlin Springpfuhl|Berlin-Friedrichsfelde Ost|Berlin-Lichtenberg (S)|Berlin Nöldnerplatz|Berlin Ostkreuz (S)|Berlin Warschauer Straße|Berlin Ostbahnhof (S)|Berlin Jannowitzbrücke|Berlin Alexanderplatz (S)|Berlin Hackescher Markt|Berlin Friedrichstraße (S)|Berlin Hbf (S-Bahn)|Berlin Bellevue,8089091,4,Tiergarten,Berlin,Berlin,10557,13.336392,52.514061,2024-07-12 09:21:00,2024-07-12 09:21:00,2024-07-12 09:24:00,2024-07-12 09:24:00,3,3,,on_time,on_time
-468361757453922316-2407131623-3,S3,Schifferstadt|Schifferstadt Süd,8005628,4,Speyer Hbf,Rheinland-Pfalz,Speyer,67346,8.427949,49.324119,2024-07-13 16:39:00,2024-07-13 16:39:00,,,0,0,Information,on_time,on_time
-7234128127155025168-2407132334-32,1,Berlin-Wannsee (S)|Berlin-Nikolassee|Berlin-Schlachtensee|Berlin Mexikoplatz|Berlin-Zehlendorf|Berlin Sundgauer Str|Berlin-Lichterfelde West|Berlin Botanischer Garten|Berlin Rathaus Steglitz|Berlin Feuerbachstr.|Berlin-Friedenau|Berlin-Schöneberg|Berlin Julius-Leber-Brücke|Berlin Yorckstr.(S1)|Berlin Anhalter Bf|Berlin Potsdamer Platz (S)|Berlin Brandenburger Tor|Berlin Friedrichstraße (S)|Berlin Oranienburger Straße|Berlin Nordbahnhof|Berlin Humboldthain|Berlin Gesundbrunnen(S)|Berlin Bornholmer Str.|Berlin Wollankstraße|Berlin-Schönholz|Berlin-Wilhelmsruh|Berlin-Wittenau (Wilhelmsruher Damm)|Berlin-Waidmannslust|Berlin-Hermsdorf|Berlin-Frohnau|Hohen Neuendorf(b Berlin),8080190,4,Birkenwerder (b Berlin),Brandenburg,Birkenwerder,16547,13.288772,52.688249,2024-07-14 00:45:00,2024-07-14 00:46:00,2024-07-14 00:45:00,2024-07-14 00:46:00,0,0,,on_time,on_time
3028752180398107509-2407101215-3,RE99,Gießen|Wetzlar,8000161,4,Herborn (Dillkr),Hessen,Herborn,35745,8.30814,50.684405,2024-07-10 12:36:00,2024-07-10 12:37:00,2024-07-10 12:36:00,2024-07-10 12:37:00,0,0,,on_time,on_time
8291629119353521671-2407101201-1,57,,8000260,2,Würzburg Hbf,Bayern,Würzburg,97070,9.93578,49.801796,,2024-07-10 12:01:00,,2024-07-10 12:02:00,0,1,,on_time,on_time
1579911222281120613-2407101816-7,20,Schönebeck-Bad Salzelmen|Schönebeck Süd|Schönebeck(Elbe)|Schönebeck-Frohse|Magdeburg Südost|Magdeburg-Salbke,8013485,5,Magdeburg SKET Industriepark,Sachsen-Anhalt,Magdeburg,39104,11.638277,52.097545,2024-07-10 18:32:00,2024-07-10 18:33:00,2024-07-10 18:33:00,2024-07-10 18:34:00,1,1,,on_time,on_time
-1924782670444530793-2407111938-6,6,Frankfurt(Main)Süd|Frankfurt(M)Lokalbahnhof|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache,8006691,3,Frankfurt (Main) Taunusanlage,Hessen,Frankfurt am Main,60325,8.668864,50.113565,2024-07-11 19:46:00,2024-07-11 19:47:00,,,0,0,,on_time,on_time
-4663121135832424837-2407111326-10,2,Aumühle|Wohltorf|Reinbek|Hamburg-Bergedorf|Hamburg-Nettelnburg|Hamburg-Allermöhe|Hamburg Mittlerer Landweg|Hamburg Billwerder-Moorfleet|Hamburg-Tiefstack,8005191,4,Rothenburgsort,Hamburg,Hamburg,20539,10.043953,53.538476,2024-07-11 13:51:00,2024-07-11 13:51:00,,,0,0,,on_time,on_time
931441912578575192-2407091709-15,12,Horrem|Frechen-Königsdorf|Köln-Weiden West|Lövenich|Köln-Müngersdorf Technologiepark|Köln-Ehrenfeld|Köln Hansaring|Köln Hbf|Köln Messe/Deutz|Köln Trimbornstr|Köln Airport-Businesspark|Köln Steinstraße|Porz(Rhein)|Porz-Wahn,8005629,5,Spich,Nordrhein-Westfalen,Troisdorf,53840,7.114916,50.826727,2024-07-09 17:50:00,2024-07-09 17:50:00,2024-07-09 17:50:00,2024-07-09 17:50:00,0,0,,on_time,on_time
4847602851848086249-2407090654-16,8,Mönchengladbach Hbf|Mönchengladbach-Lürrip|Korschenbroich|Kleinenbroich|Büttgen|Neuss Hbf|Neuss Am Kaiser|Neuss Rheinparkcenter|Düsseldorf-Hamm|Düsseldorf Völklinger Str.|Düsseldorf-Bilk|Düsseldorf Friedrichstadt|Düsseldorf Hbf|Düsseldorf-Flingern|Düsseldorf-Gerresheim,8001841,5,Erkrath,Nordrhein-Westfalen,Erkrath,40699,6.902412,51.220458,2024-07-09 07:38:00,2024-07-09 07:39:00,2024-07-09 07:39:00,2024-07-09 07:39:00,1,0,Information. (Quelle: zuginfo.nrw),on_time,on_time
4797867557353044788-2407130440-5,42,Berlin Beusselstraße|Berlin Jungfernheide (S)|Berlin Westend|Berlin Messe Nord/ICC (Witzleben),8089047,3,Berlin-Westkreuz,Berlin,Berlin,14057,13.283966,52.500737,2024-07-13 04:48:00,2024-07-13 04:55:00,,,0,0,,on_time,on_time
7368404533619018762-2407131330-1,54,,8000105,1,Frankfurt (Main) Hbf,Hessen,Frankfurt am Main,60329,8.663789,50.107145,,2024-07-13 13:30:00,,2024-07-13 13:30:00,0,0,Bauarbeiten,on_time,on_time
-2573384057735869519-2407140904-7,21,Goslar|Vienenburg|Stapelburg|Ilsenburg|Darlingerode|Wernigerode Elmowerk,8010374,5,Wernigerode Hbf,Sachsen-Anhalt,Wernigerode,38855,10.788805,51.840254,2024-07-14 09:41:00,2024-07-14 09:42:00,2024-07-14 09:41:00,2024-07-14 09:42:00,0,0,,on_time,on_time
4006149059525957016-2407120803-1,2,,8089057,4,Berlin-Buch,Berlin,Berlin,13125,13.492286,52.636162,,2024-07-12 08:03:00,,2024-07-12 08:03:00,0,0,,on_time,on_time
-4224421195360848494-2407111538-12,41,Berlin Beusselstraße|Berlin Westhafen|Berlin-Wedding|Berlin Gesundbrunnen(S)|Berlin Schönhauser Allee|Berlin Prenzlauer Allee|Berlin Greifswalder Str|Berlin Landsberger Allee|Berlin Storkower Str|Berlin Frankfurter Allee|Berlin Ostkreuz (S),8089043,4,Treptower Park,Berlin,Berlin,12435,13.461441,52.493559,2024-07-11 16:02:00,2024-07-11 16:02:00,2024-07-11 16:02:00,2024-07-11 16:03:00,0,1,,on_time,on_time
